0.000000E+00,0.000000E+00
0.123335E-03,0.145352E+06
0.246669E-03,0.145356E+06
0.370004E-03,0.145360E+06
0.493338E-03,0.145364E+06
0.616673E-03,0.145368E+06
0.740007E-03,0.145372E+06
0.863342E-03,0.145376E+06
0.986677E-03,0.145380E+06
0.111001E-02,0.145384E+06
0.123335E-02,0.145388E+06
0.135668E-02,0.145392E+06
0.148001E-02,0.145396E+06
0.160335E-02,0.145401E+06
0.172668E-02,0.145405E+06
0.185002E-02,0.145409E+06
0.197335E-02,0.145413E+06
0.209669E-02,0.145417E+06
0.222002E-02,0.145421E+06
0.234336E-02,0.145425E+06
0.246669E-02,0.145429E+06
0.259003E-02,0.145433E+06
0.271336E-02,0.145437E+06
0.283670E-02,0.145441E+06
0.296003E-02,0.145445E+06
0.308336E-02,0.145450E+06
0.320670E-02,0.145454E+06
0.333003E-02,0.145458E+06
0.345337E-02,0.145462E+06
0.357670E-02,0.145466E+06
0.370004E-02,0.145470E+06
0.382337E-02,0.145474E+06
0.394671E-02,0.145478E+06
0.407004E-02,0.145482E+06
0.419338E-02,0.145486E+06
0.431671E-02,0.145490E+06
0.444004E-02,0.145494E+06
0.456338E-02,0.145498E+06
0.468671E-02,0.145503E+06
0.481005E-02,0.145507E+06
0.493338E-02,0.145511E+06
0.505672E-02,0.145515E+06
0.518005E-02,0.145519E+06
0.530339E-02,0.145523E+06
0.542672E-02,0.145527E+06
0.555006E-02,0.145531E+06
0.567339E-02,0.145535E+06
0.579672E-02,0.145539E+06
0.592006E-02,0.145543E+06
0.604339E-02,0.145547E+06
0.616673E-02,0.145552E+06
0.629006E-02,0.145556E+06
0.641340E-02,0.145560E+06
0.653673E-02,0.145564E+06
0.666007E-02,0.145568E+06
0.678340E-02,0.145572E+06
0.690674E-02,0.145576E+06
0.703007E-02,0.145580E+06
0.715340E-02,0.145584E+06
0.727674E-02,0.145588E+06
0.740007E-02,0.145592E+06
0.752341E-02,0.145596E+06
0.764674E-02,0.145600E+06
0.777008E-02,0.145605E+06
0.789341E-02,0.145609E+06
0.801675E-02,0.145613E+06
0.814008E-02,0.145617E+06
0.826342E-02,0.145621E+06
0.838675E-02,0.145625E+06
0.851009E-02,0.145629E+06
0.863342E-02,0.145633E+06
0.875675E-02,0.145637E+06
0.888009E-02,0.145641E+06
0.900342E-02,0.145645E+06
0.912676E-02,0.145649E+06
0.925009E-02,0.145653E+06
0.937343E-02,0.145657E+06
0.949676E-02,0.145662E+06
0.962010E-02,0.145666E+06
0.974343E-02,0.145670E+06
0.986677E-02,0.145674E+06
0.999010E-02,0.145678E+06
0.101134E-01,0.145682E+06
0.102368E-01,0.145686E+06
0.103601E-01,0.145690E+06
0.104834E-01,0.145694E+06
0.106068E-01,0.145698E+06
0.107301E-01,0.145702E+06
0.108534E-01,0.145706E+06
0.109768E-01,0.145710E+06
0.111001E-01,0.145714E+06
0.112234E-01,0.145719E+06
0.113468E-01,0.145723E+06
0.114701E-01,0.145727E+06
0.115934E-01,0.145731E+06
0.117168E-01,0.145735E+06
0.118401E-01,0.145739E+06
0.119635E-01,0.145743E+06
0.120868E-01,0.145747E+06
0.122101E-01,0.145751E+06
0.123335E-01,0.145755E+06
0.124568E-01,0.145759E+06
0.125801E-01,0.145763E+06
0.127035E-01,0.145767E+06
0.128268E-01,0.145771E+06
0.129501E-01,0.145776E+06
0.130735E-01,0.145780E+06
0.131968E-01,0.145784E+06
0.133201E-01,0.145788E+06
0.134435E-01,0.145792E+06
0.135668E-01,0.145796E+06
0.136901E-01,0.145800E+06
0.138135E-01,0.145804E+06
0.139368E-01,0.145808E+06
0.140601E-01,0.145812E+06
0.141835E-01,0.145816E+06
0.143068E-01,0.145820E+06
0.144301E-01,0.145824E+06
0.145535E-01,0.145828E+06
0.146768E-01,0.145833E+06
0.148001E-01,0.145837E+06
0.149235E-01,0.145841E+06
0.150468E-01,0.145845E+06
0.151702E-01,0.145849E+06
0.152935E-01,0.145853E+06
0.154168E-01,0.145857E+06
0.155402E-01,0.145861E+06
0.156635E-01,0.145865E+06
0.157868E-01,0.145869E+06
0.159102E-01,0.145873E+06
0.160335E-01,0.145877E+06
0.161568E-01,0.145881E+06
0.162802E-01,0.145885E+06
0.164035E-01,0.145889E+06
0.165268E-01,0.145894E+06
0.166502E-01,0.145898E+06
0.167735E-01,0.145902E+06
0.168968E-01,0.145906E+06
0.170202E-01,0.145910E+06
0.171435E-01,0.145914E+06
0.172668E-01,0.145918E+06
0.173902E-01,0.145922E+06
0.175135E-01,0.145926E+06
0.176368E-01,0.145930E+06
0.177602E-01,0.145934E+06
0.178835E-01,0.145938E+06
0.180068E-01,0.145942E+06
0.181302E-01,0.145946E+06
0.182535E-01,0.145950E+06
0.183769E-01,0.145954E+06
0.185002E-01,0.145959E+06
0.186235E-01,0.145963E+06
0.187469E-01,0.145967E+06
0.188702E-01,0.145971E+06
0.189935E-01,0.145975E+06
0.191169E-01,0.145979E+06
0.192402E-01,0.145983E+06
0.193635E-01,0.145987E+06
0.194869E-01,0.145991E+06
0.196102E-01,0.145995E+06
0.197335E-01,0.145999E+06
0.198569E-01,0.146003E+06
0.199802E-01,0.146007E+06
0.201035E-01,0.146011E+06
0.202269E-01,0.146015E+06
0.203502E-01,0.146019E+06
0.204735E-01,0.146024E+06
0.205969E-01,0.146028E+06
0.207202E-01,0.146032E+06
0.208435E-01,0.146036E+06
0.209669E-01,0.146040E+06
0.210902E-01,0.146044E+06
0.212135E-01,0.146048E+06
0.213369E-01,0.146052E+06
0.214602E-01,0.146056E+06
