0.000000E+00,         NaN
0.123335E-03,0.627382E+03
0.246669E-03,0.627405E+03
0.370004E-03,0.627427E+03
0.493338E-03,0.627449E+03
0.616673E-03,0.627473E+03
0.740007E-03,0.627496E+03
0.863342E-03,0.627518E+03
0.986677E-03,0.627540E+03
0.111001E-02,0.627563E+03
0.123335E-02,0.627587E+03
0.135668E-02,0.627608E+03
0.148001E-02,0.627631E+03
0.160335E-02,0.627654E+03
0.172668E-02,0.627676E+03
0.185002E-02,0.627699E+03
0.197335E-02,0.627721E+03
0.209669E-02,0.627745E+03
0.222002E-02,0.627767E+03
0.234336E-02,0.627789E+03
0.246669E-02,0.627812E+03
0.259003E-02,0.627834E+03
0.271336E-02,0.627858E+03
0.283670E-02,0.627880E+03
0.296003E-02,0.627903E+03
0.308336E-02,0.627925E+03
0.320670E-02,0.627948E+03
0.333003E-02,0.627971E+03
0.345337E-02,0.627992E+03
0.357670E-02,0.628016E+03
0.370004E-02,0.628039E+03
0.382337E-02,0.628061E+03
0.394671E-02,0.628083E+03
0.407004E-02,0.628106E+03
0.419338E-02,0.628129E+03
0.431671E-02,0.628152E+03
0.444004E-02,0.628174E+03
0.456338E-02,0.628197E+03
0.468671E-02,0.628219E+03
0.481005E-02,0.628243E+03
0.493338E-02,0.628265E+03
0.505672E-02,0.628288E+03
0.518005E-02,0.628310E+03
0.530339E-02,0.628332E+03
0.542672E-02,0.628356E+03
0.555006E-02,0.628377E+03
0.567339E-02,0.628433E+03
0.579672E-02,0.628438E+03
0.592006E-02,0.628446E+03
0.604339E-02,0.628468E+03
0.616673E-02,0.628490E+03
0.629006E-02,0.628514E+03
0.641340E-02,0.628537E+03
0.653673E-02,0.628559E+03
0.666007E-02,0.628581E+03
0.678340E-02,0.628604E+03
0.690674E-02,0.628627E+03
0.703007E-02,0.628649E+03
0.715340E-02,0.628672E+03
0.727674E-02,0.628695E+03
0.740007E-02,0.628717E+03
0.752341E-02,0.628739E+03
0.764674E-02,0.628762E+03
0.777008E-02,0.628786E+03
0.789341E-02,0.628808E+03
0.801675E-02,0.628830E+03
0.814008E-02,0.628853E+03
0.826342E-02,0.628875E+03
0.838675E-02,0.628899E+03
0.851009E-02,0.628921E+03
0.863342E-02,0.628944E+03
0.875675E-02,0.628966E+03
0.888009E-02,0.628988E+03
0.900342E-02,0.629011E+03
0.912676E-02,0.629033E+03
0.925009E-02,0.629057E+03
0.937343E-02,0.629079E+03
0.949676E-02,0.629102E+03
0.962010E-02,0.629124E+03
0.974343E-02,0.629146E+03
0.986677E-02,0.629170E+03
0.999010E-02,0.629193E+03
0.101134E-01,0.629215E+03
0.102368E-01,0.629237E+03
0.103601E-01,0.629260E+03
0.104834E-01,0.629282E+03
0.106068E-01,0.629304E+03
0.107301E-01,0.629328E+03
0.108534E-01,0.629351E+03
0.109768E-01,0.629373E+03
0.111001E-01,0.629395E+03
0.112234E-01,0.629418E+03
0.113468E-01,0.629441E+03
0.114701E-01,0.629464E+03
0.115934E-01,0.629486E+03
0.117168E-01,0.629509E+03
0.118401E-01,0.629531E+03
0.119635E-01,0.629553E+03
0.120868E-01,0.629576E+03
0.122101E-01,0.629599E+03
0.123335E-01,0.629622E+03
0.124568E-01,0.629644E+03
0.125801E-01,0.629667E+03
0.127035E-01,0.629689E+03
0.128268E-01,0.629713E+03
0.129501E-01,0.629734E+03
0.130735E-01,0.629757E+03
0.131968E-01,0.629780E+03
0.133201E-01,0.629802E+03
0.134435E-01,0.629825E+03
0.135668E-01,0.629847E+03
0.136901E-01,0.629871E+03
0.138135E-01,0.629893E+03
0.139368E-01,0.629915E+03
0.140601E-01,0.629938E+03
0.141835E-01,0.629960E+03
0.143068E-01,0.629984E+03
0.144301E-01,0.630005E+03
0.145535E-01,0.630029E+03
0.146768E-01,0.630051E+03
0.148001E-01,0.630073E+03
0.149235E-01,0.630096E+03
0.150468E-01,0.630118E+03
0.151702E-01,0.630142E+03
0.152935E-01,0.630164E+03
0.154168E-01,0.630187E+03
0.155402E-01,0.630209E+03
0.156635E-01,0.630231E+03
0.157868E-01,0.630254E+03
0.159102E-01,0.630276E+03
0.160335E-01,0.630300E+03
0.161568E-01,0.630322E+03
0.162802E-01,0.630344E+03
0.164035E-01,0.630367E+03
0.165268E-01,0.630389E+03
0.166502E-01,0.630413E+03
0.167735E-01,0.630434E+03
0.168968E-01,0.630458E+03
0.170202E-01,0.630480E+03
0.171435E-01,0.630502E+03
0.172668E-01,0.630525E+03
0.173902E-01,0.630547E+03
0.175135E-01,0.630571E+03
0.176368E-01,0.630593E+03
0.177602E-01,0.630616E+03
0.178835E-01,0.630638E+03
0.180068E-01,0.630660E+03
0.181302E-01,0.630683E+03
0.182535E-01,0.630705E+03
0.183769E-01,0.630729E+03
0.185002E-01,0.630751E+03
0.186235E-01,0.630774E+03
0.187469E-01,0.630796E+03
0.188702E-01,0.630818E+03
0.189935E-01,0.630842E+03
0.191169E-01,0.630863E+03
0.192402E-01,0.630887E+03
0.193635E-01,0.630909E+03
0.194869E-01,0.630931E+03
0.196102E-01,0.630954E+03
0.197335E-01,0.630976E+03
0.198569E-01,0.631000E+03
0.199802E-01,0.631021E+03
0.201035E-01,0.631045E+03
